Variant_Number,Product_Title,Handle,SKU,Current_Image_URL,Real_Shopify_URL,Image_Filename,Notes
89,Head Kore 117 23/24,head-kore-117-2324,head-kore-117-2324-184;191;177,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_089.jpg?v=1748986989,,product_089.jpg,
90,Head Kore 111 24/25,head-kore-111-2425,head-kore-111-2425-177;184;191,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_090.jpg?v=1748986989,,product_090.jpg,
91,Head Crux 93 Pro 24/25,head-crux-93-pro-2425,head-crux-93-pro-2425-163;170;177;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_091.jpg?v=1748986989,,product_091.jpg,
92,Head Crux 105 Pro 24/25,head-crux-105-pro-2425,head-crux-105-pro-2425-184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_092.jpg?v=1748986989,,product_092.jpg,
93,G3 FINDr 94,g3-findr-94,g3-findr-94-177;182;187,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_093.jpg?v=1748986989,,product_093.jpg,
94,G3 FINDr 102,g3-findr-102,g3-findr-102-177;184;189,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_094.jpg?v=1748986989,,product_094.jpg,
95,Fischer Transalp 98 CTI 23/24,fischer-transalp-98-cti-2324,fischer-transalp-98-cti-2324-169;176;183,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_095.jpg?v=1748986989,,product_095.jpg,
96,Fischer Transalp 105 CTI 23/24,fischer-transalp-105-cti-2324,fischer-transalp-105-cti-2324-178,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_096.jpg?v=1748986989,,product_096.jpg,
97,Fischer Ranger Sand 24/25,fischer-ranger-sand-2425,fischer-ranger-sand-2425-142;152;162;172,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_097.jpg?v=1748986989,,product_097.jpg,
98,"Fischer Ranger 90 24/25
",fischer-ranger-90-2425,fischer-ranger-90-2425-170;177;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_098.jpg?v=1748986989,,product_098.jpg,
99,Fischer Nightstick 97 24/25,fischer-nightstick-97-2425,fischer-nightstick-97-2425-163;170;177;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_099.jpg?v=1748986989,,product_099.jpg,
100,Fischer Nightstick 90 24/25,fischer-nightstick-90-2425,fischer-nightstick-90-2425-168;177;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_100.jpg?v=1748986989,,product_100.jpg,
101,Fischer Nightstick 104 24/25,fischer-nightstick-104-2425,fischer-nightstick-104-2425-172;180;188,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_101.jpg?v=1748986989,,product_101.jpg,
102,Faction Studio Grom 24/25,faction-studio-grom-2425,faction-studio-grom-2425-139;149,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_102.jpg?v=1748986989,,product_102.jpg,
103,Faction Studio Grom 24/25,faction-studio-grom-2425,faction-studio-grom-2425-159,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_103.jpg?v=1748986989,,product_103.jpg,
104,Faction Studio 2 24/25,faction-studio-2-2425,faction-studio-2-2425-178;183,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_104.jpg?v=1748986989,,product_104.jpg,
105,Faction Studio 1 23/24,faction-studio-1-2324,faction-studio-1-2324-171;178;183,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_105.jpg?v=1748986989,,product_105.jpg,
106,Faction Prodigy 2 24/25,faction-prodigy-2-2425,faction-prodigy-2-2425-165;171;177;183;189,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_106.jpg?v=1748986989,,product_106.jpg,
107,Extrem Roots 90 24/25,extrem-roots-90-2425,extrem-roots-90-2425-152;162;172,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_107.jpg?v=1748986989,,product_107.jpg,
108,Extrem Mother Tree 95 24/25,extrem-mother-tree-95-2425,extrem-mother-tree-95-2425-158;165;172;179,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_108.jpg?v=1748986989,,product_108.jpg,
109,Extrem Mother Tree 105 24/25,extrem-mother-tree-105-2425,extrem-mother-tree-105-2425-165;172;179,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_109.jpg?v=1748986989,,product_109.jpg,
110,Extrem Mother Tree 105 22/23,extrem-mother-tree-105-2223,extrem-mother-tree-105-2223-165;172;179,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_110.jpg?v=1748986989,,product_110.jpg,
111,Extrem Factory 112 24/25,extrem-factory-112-2425,extrem-factory-112-2425-185;193,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_111.jpg?v=1748986989,,product_111.jpg,
112,Dynafit Tigard 97 24/25,dynafit-tigard-97-2425,dynafit-tigard-97-2425-165;172;179;186;158,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_112.jpg?v=1748986989,,product_112.jpg,
113,Dynafit Tigard 114 24/25,dynafit-tigard-114-2425,dynafit-tigard-114-2425-180;188,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_113.jpg?v=1748986989,,product_113.jpg,
114,Dynafit Ridge 95 24/25,dynafit-ridge-95-2425,dynafit-ridge-95-2425-168;176;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_114.jpg?v=1748986989,,product_114.jpg,
115,"Dynafit Radical 107 24/25
",dynafit-radical-107-2425,dynafit-radical-107-2425-173;181;188,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_115.jpg?v=1748986989,,product_115.jpg,
116,Dynafit Mezzalama 24/25,dynafit-mezzalama-2425,dynafit-mezzalama-2425-162,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_116.jpg?v=1748986989,,product_116.jpg,
117,Dynafit Blacklight 88 W 24/25,dynafit-blacklight-88-w-2425,dynafit-blacklight-88-w-2425-151;158;165;172,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_117.jpg?v=1748986989,,product_117.jpg,
118,Dynafit Blacklight 88 23/24,dynafit-blacklight-88-2324,dynafit-blacklight-88-2324-165;172;178;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_118.jpg?v=1748986989,,product_118.jpg,
119,Dynafit Blacklight 80 23/24,dynafit-blacklight-80-2324,dynafit-blacklight-80-2324-165;172;178,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_119.jpg?v=1748986989,,product_119.jpg,
120,DPS Powderworks 100 RPC 22/23,dps-powderworks-100-rpc-2223,dps-powderworks-100-rpc-2223-184;189,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_120.jpg?v=1748986989,,product_120.jpg,
121,DPS Pagoda Tour 90 RP 23/24,dps-pagoda-tour-90-rp-2324,dps-pagoda-tour-90-rp-2324-171;179;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_121.jpg?v=1748986989,,product_121.jpg,
122,DPS Kaizen 105 24/25,dps-kaizen-105-2425,dps-kaizen-105-2425-179;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_122.jpg?v=1748986989,,product_122.jpg,
123,"DPS Kaizen 100 24/25
",dps-kaizen-100-2425,dps-kaizen-100-2425-179;184;189,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_123.jpg?v=1748986989,,product_123.jpg,
124,DPS Carbon Wailer 107 24/25,dps-carbon-wailer-107-2425,dps-carbon-wailer-107-2425-179;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_124.jpg?v=1748986989,,product_124.jpg,
125,DPS Carbon Wailer 100 24/25,dps-carbon-wailer-100-2425,dps-carbon-wailer-100-2425-179;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_125.jpg?v=1748986989,,product_125.jpg,
126,Blizzard Zero G 95 LTD 24/25,blizzard-zero-g-95-ltd-2425,blizzard-zero-g-95-ltd-2425-164;171;178;185,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_126.jpg?v=1748986989,,product_126.jpg,
127,Blizzard Sheeva 9 24/25,blizzard-sheeva-9-2425,blizzard-sheeva-9-2425-156;162;168;174,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_127.jpg?v=1748986989,,product_127.jpg,
128,Blizzard Anomaly 88 24/25,blizzard-anomaly-88-2425,blizzard-anomaly-88-2425-170;176;182;188,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_128.jpg?v=1748986989,,product_128.jpg,
129,Blizzard Anomaly 84 25/26,blizzard-anomaly-84-2526,blizzard-anomaly-84-2526-170176;182,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_129.jpg?v=1748986989,,product_129.jpg,
130,Black Diamond Impulse Ti 98 24/25,black-diamond-impulse-ti-98-2425,black-diamond-impulse-ti-98-2425-175;182;189,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_130.jpg?v=1748986989,,product_130.jpg,
131,Black Diamond Helio Carbon 88 24/25,black-diamond-helio-carbon-88-2425,black-diamond-helio-carbon-88-2425-170;179;161,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_131.jpg?v=1748986989,,product_131.jpg,
132,Black Crows Serpo 24/25,black-crows-serpo-2425,black-crows-serpo-2425-168;174;180;186,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_132.jpg?v=1748986989,,product_132.jpg,
133,"Black Crows Orb Freebird 24/25
",black-crows-orb-freebird-2425,black-crows-orb-freebird-2425-161;167;173;179;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_133.jpg?v=1748986989,,product_133.jpg,
134,"Black Crows Junius 24/25
",black-crows-junius-2425,black-crows-junius-2425-101;111;121;131;141',https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_134.jpg?v=1748986989,,product_134.jpg,
135,Black Crows Draco Freebird 24/25,black-crows-draco-freebird-2425,black-crows-draco-freebird-2425-176;181;189;175,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_135.jpg?v=1748986989,,product_135.jpg,
136,Black Crows Camox Jr 24/25,black-crows-camox-jr-2425,black-crows-camox-jr-2425-139;149;157;164;171,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_136.jpg?v=1748986989,,product_136.jpg,
137,Black Crows Anima 24/25,black-crows-anima-2425,black-crows-anima-2425-182;189;194,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_137.jpg?v=1748986989,,product_137.jpg,
138,Atomic Redster X9RS Revoshock S + Icon 16 24/25,atomic-redster-x9rs-revoshock-s-icon-16-2425,atomic-redster-x9rs-revoshock-s-icon-16-2425-175;183,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_138.jpg?v=1748986989,,product_138.jpg,
139,Atomic Redster S9 RVSK S + Icon 12 GW 25/26,atomic-redster-s9-rvsk-s-icon-12-gw-2526,atomic-redster-s9-rvsk-s-icon-12-gw-2526-165;170,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_139.jpg?v=1748986989,,product_139.jpg,
140,Atomic Redster Q7 Revoshock C inkl. M 12 GW 24/25,atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425,atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425-160;168;176;152,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_140.jpg?v=1748986989,,product_140.jpg,
141,Atomic Redster J4 + L 6 GW 24/25,atomic-redster-j4-l-6-gw-2425,atomic-redster-j4-l-6-gw-2425-110;120;130;140,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_141.jpg?v=1748986989,,product_141.jpg,
142,Atomic Redster G9 RVSK S + Icon 12 GW 25/26,atomic-redster-g9-rvsk-s-icon-12-gw-2526,atomic-redster-g9-rvsk-s-icon-12-gw-2526-176;181,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_142.jpg?v=1748986989,,product_142.jpg,
143,Atomic Maverick 96 CTi 25/26,atomic-maverick-96-cti-2526,atomic-maverick-96-cti-2526-172;179;186,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_143.jpg?v=1748986989,,product_143.jpg,
144,Atomic Maverick 115 CTi 24/25,atomic-maverick-115-cti-2425,atomic-maverick-115-cti-2425-185;193,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_144.jpg?v=1748986989,,product_144.jpg,
145,Atomic Maverick 105 CTi 25/26,atomic-maverick-105-cti-2526,atomic-maverick-105-cti-2526-170;178;185;191,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_145.jpg?v=1748986989,,product_145.jpg,
146,"Atomic Maverick 105 CTi 24/25
",atomic-maverick-105-cti-2425,atomic-maverick-105-cti-2425-170;178;185;191,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_146.jpg?v=1748986989,,product_146.jpg,
147,Atomic Maven 103 CTi 24/25,atomic-maven-103-cti-2425,atomic-maven-103-cti-2425-162;170:178,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_147.jpg?v=1748986989,,product_147.jpg,
148,Atomic Cloud C12 Revoshock C + M10 GW 24/25,atomic-cloud-c12-revoshock-c-m10-gw-2425,atomic-cloud-c12-revoshock-c-m10-gw-2425-154;161;168,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_148.jpg?v=1748986989,,product_148.jpg,
149,Atomic Bent Chetler Mini 153-163 + Stage 10 GW 24/25,atomic-bent-chetler-mini-153-163-stage-10-gw-2425,atomic-bent-chetler-mini-153-163-stage-10-gw-2425-153;163,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_149.jpg?v=1748986989,,product_149.jpg,
150,Atomic Bent 90 25/26,atomic-bent-90-2526,atomic-bent-90-2526-157;166;175;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_150.jpg?v=1748986989,,product_150.jpg,
151,Atomic Bent 90 24/25,atomic-bent-90-2425,atomic-bent-90-2425-157;166;175;184,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_151.jpg?v=1748986989,,product_151.jpg,
152,Atomic Bent 110 25/26,atomic-bent-110-2526,atomic-bent-110-2526-164;172;180;188,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_152.jpg?v=1748986989,,product_152.jpg,
153,Atomic Bent 110 24/25,atomic-bent-110-2425,atomic-bent-110-2425-172;180;188,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_153.jpg?v=1748986989,,product_153.jpg,
154,Atomic Bent 100 25/26,atomic-bent-100-2526,atomic-bent-100-2526-165;172;179;186,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_154.jpg?v=1748986989,,product_154.jpg,
155,Atomic Backland 89 SL 24/25,atomic-backland-89-sl-2425,atomic-backland-89-sl-2425-169;176;183,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_155.jpg?v=1748986989,,product_155.jpg,
156,Atomic Backland 109 24/25,atomic-backland-109-2425,atomic-backland-109-2425-176;184;189,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_156.jpg?v=1748986989,,product_156.jpg,
157,Atomic Backland 102 24/25,atomic-backland-102-2425,atomic-backland-102-2425-172;179;186,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_157.jpg?v=1748986989,,product_157.jpg,
158,Atomic Backland 101 W 24/25,atomic-backland-101-w-2425,atomic-backland-101-w-2425-164;172;156,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_158.jpg?v=1748986989,,product_158.jpg,
159,Armada Stranger 24/25,armada-stranger-2425,armada-stranger-2425-172;180,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_159.jpg?v=1748986989,,product_159.jpg,
160,Armada Reliance 82 Ti 24/25,armada-reliance-82-ti-2425,armada-reliance-82-ti-2425-158;166;174,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_160.jpg?v=1748986989,,product_160.jpg,
161,Armada Reliance 82 C + EM10 24/25,armada-reliance-82-c-em10-2425,armada-reliance-82-c-em10-2425-150;158;166,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_161.jpg?v=1748986989,,product_161.jpg,
162,Armada Locator 104 23/24,armada-locator-104-2324,armada-locator-104-2324-170;178;186;162,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_162.jpg?v=1748986989,,product_162.jpg,
163,Armada Edollo 24/25,armada-edollo-2425,armada-edollo-2425-164;172;180,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_163.jpg?v=1748986989,,product_163.jpg,
164,"Armada Declivity X 108 24/25
",armada-declivity-x-108-2425,armada-declivity-x-108-2425-191;184;176,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_164.jpg?v=1748986989,,product_164.jpg,
165,Armada Declivity X 102 25/26,armada-declivity-x-102-2526,armada-declivity-x-102-2526-172;180;188,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_165.jpg?v=1748986989,,product_165.jpg,
166,Armada Declivity 92 Ti 25/26,armada-declivity-92-ti-2526,armada-declivity-92-ti-2526-172;180;188,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_166.jpg?v=1748986989,,product_166.jpg,
167,Armada ARW 84 (short) 24/25,armada-arw-84-short-2425,armada-arw-84-short-2425-133;143;150,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_167.jpg?v=1748986989,,product_167.jpg,
168,Armada ARV 94 24/25,armada-arv-94-2425,armada-arv-94-2425-164;171;178;185,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_168.jpg?v=1748986989,,product_168.jpg,
169,Armada ARV 88 24/25,armada-arv-88-2425,armada-arv-88-2425-161;166;171;176;181,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_169.jpg?v=1748986989,,product_169.jpg,
170,Armada ARV 84 (short) 24/25,armada-arv-84-short-2425,armada-arv-84-short-2425-133;143;150,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_170.jpg?v=1748986989,,product_170.jpg,
171,Armada ARV 84 (Long) 24/25,armada-arv-84-long-2425,armada-arv-84-long-2425-157;164;171,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_171.jpg?v=1748986989,,product_171.jpg,
172,Armada ARV 112 24/25,armada-arv-112-2425,armada-arv-112-2425-175;185;192,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_172.jpg?v=1748986989,,product_172.jpg,
173,Armada ARV 100 24/25,armada-arv-100-2425,armada-arv-100-2425-165;172;179;186,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/product_173.jpg?v=1748986989,,product_173.jpg,
